priority,days_until_deadline,hours_remaining_ratio,deadline_pressure,session_count,days_since_active,user_completion_rate,user_abandon_rate,category_completion_rate,avg_pauses_per_task,avg_effort_accuracy,avg_session_duration,label_at_risk
1,26.66,0.2269,9.2928,18,6,0.2342,0.3128,0.1721,2.4435,1.1429,19.1556,1
2,23.66,0.1672,0.2846,19,6,0.8512,0.4086,0.8972,7.1266,2.453,84.0258,0
3,8.75,0.2829,2.3829,12,7,0.0185,0.3274,0.7068,6.3233,0.8875,31.4103,0
2,9.92,0.8605,4.7376,5,11,0.5806,0.4639,0.3327,6.6513,1.0491,65.5319,1
2,8.0,0.967,1.6007,4,10,0.9842,0.0119,0.699,2.0233,0.581,48.3467,0
4,0.35,0.5879,5.014,10,6,0.084,0.4089,0.6801,5.3526,2.3847,98.7705,1
2,9.3,0.4513,3.8419,9,2,0.9793,0.0532,0.9222,3.8419,1.7475,99.622,0
2,12.91,0.4095,3.7473,16,9,0.8289,0.0654,0.1081,3.423,0.6973,74.2912,0
1,9.5,0.6772,4.8404,2,6,0.8741,0.2154,0.0455,6.765,2.3225,98.4753,0
1,29.94,0.2586,7.242,17,2,0.2357,0.545,0.3095,7.8113,1.0625,114.4123,1
2,14.34,0.2235,7.056,12,5,0.8005,0.1523,0.4225,6.2924,2.4478,7.1551,0
3,9.02,0.5507,2.9009,12,7,0.3336,0.0228,0.147,7.3366,2.4966,93.6625,0
3,29.06,0.4555,8.2952,16,1,0.8735,0.1363,0.008,3.9367,1.5627,24.15,0
2,22.95,0.4703,3.1735,4,5,0.6528,0.4616,0.1567,5.9321,1.6989,6.9086,0
2,13.44,0.3462,3.3829,15,11,0.1245,0.5824,0.5549,1.4634,0.7624,70.9811,1
3,1.59,0.243,7.9546,1,0,0.8551,0.3949,0.4344,2.7715,0.5385,99.0258,0
2,7.38,0.4971,8.0934,7,11,0.0512,0.4473,0.5053,5.1817,1.5053,59.0174,1
1,8.36,0.1589,1.9567,1,10,0.1531,0.1616,0.5906,4.8814,0.8079,95.2461,0
2,28.14,0.8257,6.978,14,3,0.5593,0.1124,0.4482,4.8082,1.1548,93.7134,1
3,9.71,0.8387,1.0358,4,3,0.1528,0.0498,0.6418,3.7755,2.3158,43.5827,0
2,10.33,0.6937,7.5956,5,1,0.154,0.1591,0.2554,4.9082,2.3901,5.7926,0
1,18.01,0.2841,8.8055,9,13,0.2897,0.1617,0.1449,4.6522,0.8364,50.9557,1
1,15.61,0.696,9.4214,7,0,0.1033,0.0313,0.436,4.9852,2.1811,81.9174,1
2,13.85,0.9103,3.2674,18,10,0.9586,0.4408,0.7477,2.0187,1.3294,9.8811,0
3,24.44,0.5336,1.4117,18,3,0.7967,0.3601,0.7109,2.4305,1.519,89.6609,0
2,18.04,0.7897,2.1522,8,6,0.0621,0.4599,0.7192,7.0537,1.7791,8.0637,1
1,20.95,0.7803,3.3011,4,7,0.5578,0.5168,0.2239,7.5301,1.6982,119.0552,0
1,3.8,0.8266,8.6476,11,10,0.8921,0.0185,0.7484,6.0704,2.4062,6.4961,0
2,2.71,0.5627,4.7904,5,11,0.6125,0.4428,0.7673,7.243,1.3189,114.3687,1
3,8.9,0.1593,4.3539,19,2,0.5757,0.35,0.75,4.0791,0.7096,102.995,0
1,21.15,0.8503,4.3407,15,1,0.3434,0.2759,0.192,1.799,1.0431,53.9112,0
3,25.68,0.2871,1.8373,11,6,0.8944,0.0059,0.6779,3.8173,0.8221,38.5226,0
2,16.89,0.5937,6.3962,8,5,0.0179,0.2008,0.1839,5.4411,0.6134,67.6564,1
2,28.47,0.3355,3.2522,1,10,0.6487,0.5227,0.7483,6.9501,1.5731,90.2251,0
2,15.34,0.9291,8.743,17,8,0.4976,0.0039,0.1098,4.5842,0.5476,47.6294,1
2,21.43,0.0556,4.8873,13,14,0.7425,0.1319,0.3683,2.9122,2.4189,53.2734,0
2,17.16,0.8943,4.752,15,9,0.2145,0.0445,0.8915,6.7814,2.4852,81.5272,1
4,24.81,0.8444,5.6914,4,14,0.9346,0.2593,0.5388,3.5689,1.6296,56.4606,1
1,0.1,0.2453,7.0459,6,8,0.215,0.1228,0.1815,0.1119,2.0436,105.0041,0
3,5.65,0.2853,4.7593,12,6,0.1431,0.5548,0.104,3.1017,0.9522,101.6066,1
3,2.14,0.0325,7.4456,13,8,0.133,0.0134,0.0498,2.1094,0.63,44.2655,1
3,9.79,0.7278,0.9391,17,14,0.3167,0.4499,0.1363,7.1831,0.9852,42.3765,1
2,28.49,0.3291,0.9487,19,9,0.2678,0.5108,0.1655,5.8508,1.5489,117.7088,1
2,0.75,0.6039,1.4532,17,8,0.8566,0.2893,0.7832,1.1609,1.4842,47.2733,0
3,2.37,0.6565,0.1846,6,8,0.5155,0.1569,0.7226,2.5708,1.9492,34.1845,0
3,0.92,0.2833,4.9863,16,13,0.0479,0.2447,0.705,1.815,2.0906,75.6936,0
2,17.92,0.4725,6.9831,4,14,0.2023,0.1284,0.0058,2.4077,1.9978,95.2995,1
2,28.77,0.5024,9.1698,10,10,0.7224,0.051,0.22,0.0705,1.9323,41.3326,1
3,3.92,0.1734,3.4088,6,11,0.7636,0.0582,0.3512,6.6979,0.6336,113.0812,0
4,2.66,0.2913,3.724,5,2,0.5959,0.3866,0.7575,0.9438,2.1664,84.6744,0
3,6.05,0.4297,4.9404,17,2,0.9546,0.0771,0.6975,4.0498,0.5513,110.9697,0
3,15.73,0.2289,1.2162,2,4,0.2554,0.304,0.9664,4.5996,2.2799,78.1055,0
2,26.06,0.2916,1.2881,19,6,0.677,0.405,0.9791,5.6956,1.4865,102.8793,0
1,13.48,0.2871,1.0464,3,14,0.5568,0.2468,0.4603,0.9281,1.8458,51.8937,0
2,19.37,0.846,4.722,17,14,0.5852,0.1685,0.9102,2.4329,1.3995,65.2515,1
1,27.96,0.3745,0.8078,19,5,0.6002,0.3082,0.6945,0.4439,1.0691,98.3077,0
1,1.99,0.2159,1.2785,18,7,0.668,0.3229,0.7922,3.9581,1.0999,19.2449,0
3,27.88,0.1536,1.8002,12,13,0.8069,0.1764,0.2539,4.9597,1.5712,7.2264,0
2,29.13,0.6785,0.1007,15,12,0.4144,0.064,0.9232,6.4401,0.9602,30.7177,0
1,8.9,0.5846,4.2084,6,1,0.9044,0.1189,0.0258,0.1622,1.7446,79.401,0
2,20.4,0.0581,9.2912,14,10,0.9997,0.1029,0.7715,1.7873,0.6617,104.992,0
3,12.11,0.7024,5.5707,3,1,0.3151,0.3142,0.4854,2.8312,2.2829,19.9054,1
3,5.84,0.3907,9.4656,18,0,0.6684,0.4441,0.4481,7.5002,1.9733,54.9509,0
2,20.78,0.5922,8.787,7,7,0.0378,0.0258,0.8701,5.4271,1.8211,73.7571,1
3,10.78,0.9267,6.9866,18,6,0.5641,0.3198,0.1379,4.7299,1.1296,6.2819,1
4,19.24,0.8769,6.7606,10,3,0.2407,0.5263,0.3953,3.7304,2.2213,62.6188,1
1,26.86,0.0505,6.6585,16,11,0.7062,0.0204,0.8425,3.7276,0.6869,84.8183,0
2,5.73,0.0157,4.18,11,5,0.0942,0.1604,0.6305,4.2393,0.638,116.2118,0
1,28.27,0.4611,3.1117,4,0,0.7727,0.101,0.7675,5.9956,1.5787,103.9011,0
1,17.86,0.4493,4.2229,7,4,0.3723,0.0649,0.2516,2.1757,1.9413,5.8261,0
1,9.02,0.2245,5.5203,3,11,0.3683,0.0273,0.3002,4.2489,1.3164,32.8611,1
1,24.57,0.9961,3.2954,13,7,0.618,0.4311,0.392,7.2394,1.62,54.0468,1
3,1.2,0.3323,4.7054,18,7,0.7002,0.4958,0.7313,7.9147,1.0451,104.9987,0
3,10.87,0.7341,1.0408,2,10,0.5323,0.1754,0.6558,5.133,0.919,3.6477,1
3,27.85,0.5288,7.538,4,7,0.7461,0.1229,0.3711,5.0738,0.5363,86.6954,0
3,11.97,0.4479,8.5128,1,7,0.7424,0.5694,0.9401,3.0586,1.394,30.7182,0
3,3.65,0.1164,2.0446,13,4,0.62,0.0884,0.16,0.1138,2.0642,97.4755,0
1,22.19,0.4335,2.3959,14,4,0.943,0.1078,0.6627,5.3768,1.0044,38.9701,0
2,16.02,0.0617,2.0875,15,14,0.086,0.506,0.718,7.5491,1.8869,112.8482,1
2,18.01,0.977,6.4213,14,13,0.7238,0.5433,0.7956,4.6707,1.8426,118.823,1
2,19.2,0.6076,1.5346,15,3,0.6216,0.0769,0.2652,6.682,1.1542,58.5672,0
4,6.81,0.3896,6.0646,17,13,0.0081,0.2625,0.256,0.9591,2.323,119.7554,1
2,1.71,0.0525,4.2742,2,0,0.4272,0.0612,0.4936,5.5724,1.0423,35.6054,0
3,0.31,0.6365,3.9388,16,0,0.1106,0.3766,0.1867,4.0817,1.5582,105.1444,0
2,26.23,0.171,4.2587,12,12,0.3174,0.5777,0.3481,2.772,1.6914,116.517,1
4,17.39,0.0011,9.0066,0,8,0.3768,0.5375,0.2746,2.1847,1.1052,73.4776,1
3,20.23,0.2045,9.3268,6,14,0.7591,0.4578,0.6644,1.9667,2.2336,52.3531,1
1,7.34,0.7655,0.6913,17,2,0.6942,0.5356,0.6337,1.7783,0.6068,73.8152,0
2,27.14,0.4751,2.2394,17,6,0.254,0.184,0.8343,2.4703,1.3203,41.7199,0
1,1.17,0.7245,6.4514,13,3,0.2956,0.567,0.9877,3.7875,2.1049,88.4023,1
1,25.15,0.7312,6.6433,16,7,0.6029,0.3474,0.2319,0.3736,2.3904,37.6482,1
2,3.44,0.8369,0.2763,2,0,0.1403,0.5319,0.7298,1.3174,1.6316,37.5188,0
2,11.96,0.1699,3.8307,11,10,0.3631,0.571,0.9463,1.1592,0.8546,103.5209,0
2,0.13,0.2739,5.9763,7,11,0.1334,0.0663,0.9221,6.0092,1.6796,92.3024,1
2,7.32,0.729,4.1967,15,0,0.3495,0.553,0.933,1.9348,2.0964,51.9689,0
4,13.5,0.7443,4.6697,19,1,0.1994,0.2553,0.7555,4.8406,1.8773,33.8792,0
3,29.7,0.4069,0.1096,11,9,0.6525,0.3672,0.7879,2.0311,2.0273,82.5581,0
2,16.36,0.1473,4.5256,17,8,0.4212,0.5037,0.5903,1.535,1.6622,60.718,0
2,2.18,0.0988,4.1592,6,8,0.3757,0.4547,0.5302,5.6327,1.0202,113.0286,0
2,24.94,0.365,1.0021,3,10,0.0078,0.2852,0.1928,5.019,2.4588,55.7283,1
2,27.91,0.89,7.858,18,4,0.2239,0.2664,0.4842,6.6531,2.2921,49.7544,1
1,25.85,0.1743,6.2188,6,8,0.3995,0.5916,0.1007,3.3895,1.1143,108.6106,1
1,18.81,0.3364,6.7208,16,4,0.1334,0.4118,0.2124,6.8607,0.6172,25.8578,1
4,12.99,0.703,1.8266,12,0,0.7261,0.1887,0.8289,4.8273,1.2782,66.9171,0
2,10.3,0.4009,7.6111,17,4,0.787,0.3276,0.547,0.4267,1.2972,32.488,0
4,9.25,0.8845,6.7623,3,14,0.5435,0.5043,0.8834,1.2832,1.1791,40.2268,1
3,11.45,0.74,6.277,6,6,0.1411,0.4256,0.8546,5.4868,0.5358,25.9479,1
1,17.11,0.7565,1.1058,14,0,0.2001,0.0572,0.1194,6.2648,1.2002,26.924,0
2,22.31,0.3391,4.5203,6,9,0.0731,0.2774,0.3016,4.9024,0.586,14.612,0
3,16.99,0.7121,8.4197,19,13,0.7611,0.3148,0.2227,2.7012,1.4807,38.0263,1
1,2.54,0.0465,1.1096,9,2,0.5939,0.1129,0.888,6.4671,1.5411,86.9052,0
2,1.1,0.9043,1.2779,17,13,0.6798,0.4866,0.109,2.0059,2.2891,85.8127,1
2,1.34,0.7844,6.7871,12,5,0.3362,0.1766,0.8728,6.3759,1.53,15.6882,1
2,19.69,0.385,8.3647,10,10,0.8056,0.2265,0.7887,2.8115,0.8342,4.0072,1
2,6.2,0.9698,0.25,6,5,0.0375,0.5507,0.1396,4.4142,1.0481,7.8231,1
1,3.47,0.0714,7.6056,0,3,0.45,0.3503,0.2816,0.6208,0.7902,83.9013,1
3,3.68,0.8225,5.0464,10,13,0.2696,0.0601,0.3524,3.2238,0.5331,97.775,1
2,17.41,0.074,1.75,3,4,0.6087,0.5702,0.9988,2.9749,1.0976,103.0027,0
2,17.23,0.8331,6.8811,13,0,0.8841,0.4489,0.9922,3.1743,1.3321,20.6774,0
1,17.36,0.3643,0.8032,1,9,0.1984,0.4492,0.2822,6.5032,0.7368,90.7286,0
3,5.2,0.2857,8.6477,19,8,0.0449,0.1009,0.1175,1.4375,2.4404,66.1986,1
2,29.53,0.557,6.6112,1,12,0.9495,0.598,0.3752,4.7921,2.2125,14.0954,1
2,12.08,0.076,6.9541,4,3,0.1643,0.452,0.7608,0.4794,0.5376,116.8722,1
1,24.66,0.5619,2.6447,10,1,0.4967,0.2444,0.6989,7.2333,2.1105,32.9342,0
3,17.75,0.3105,9.9443,7,0,0.1623,0.5355,0.0606,7.0946,1.9304,4.4021,1
2,22.63,0.5831,9.3587,15,1,0.3326,0.0508,0.9443,4.1383,0.6488,97.9891,1
2,19.87,0.7067,8.9303,16,10,0.0083,0.0662,0.2395,1.7698,2.4736,36.7207,1
1,16.37,0.858,6.7806,12,8,0.9753,0.4226,0.7122,0.7575,1.9642,88.7213,0
2,25.39,0.6702,7.3277,2,0,0.872,0.135,0.4768,1.0607,1.2902,21.2563,0
2,11.2,0.9932,9.9481,18,10,0.0517,0.0181,0.1053,7.7239,2.3817,23.2713,1
2,17.09,0.2216,7.5662,3,12,0.9221,0.394,0.4364,6.3193,2.1358,34.8578,0
2,28.08,0.1647,0.4215,17,13,0.7717,0.5517,0.5332,0.8005,1.6774,93.4075,0
3,20.12,0.982,0.6303,19,14,0.8141,0.1885,0.9735,2.3035,2.2786,105.6898,0
3,16.9,0.12,5.3197,10,5,0.273,0.3759,0.8279,5.6596,1.459,70.153,0
3,21.8,0.7015,7.1637,15,2,0.4742,0.2807,0.0333,1.9285,0.8091,106.3734,1
2,4.15,0.1198,6.9999,3,12,0.4713,0.0713,0.8497,7.6676,2.4175,53.0357,1
2,13.32,0.0643,7.957,12,2,0.4806,0.3364,0.8179,5.535,1.8261,63.2095,1
1,12.06,0.9573,9.9555,19,5,0.2275,0.0611,0.4148,6.8526,1.9437,106.0671,1
1,1.44,0.5671,2.4289,5,6,0.3181,0.1061,0.1024,5.8985,1.4009,38.8236,0
3,17.81,0.518,7.4338,6,12,0.388,0.1114,0.7922,3.3286,0.6869,58.1211,1
4,24.79,0.3341,2.7245,11,7,0.7219,0.596,0.1316,0.3943,1.8887,99.8671,0
3,20.35,0.954,5.11,1,11,0.9678,0.5083,0.3098,1.5697,1.5962,54.3618,1
1,9.62,0.3872,6.2259,10,0,0.8606,0.2685,0.917,3.743,1.0501,17.0195,0
1,15.96,0.1072,3.9173,5,2,0.1752,0.4648,0.9468,0.8035,0.8112,115.2015,0
2,19.63,0.08,2.4233,14,9,0.5287,0.5568,0.4288,6.9585,1.3979,117.5098,0
4,9.87,0.8859,8.4761,8,0,0.6243,0.0436,0.8367,1.3964,0.6416,48.0263,1
4,13.18,0.0604,7.4912,10,5,0.3093,0.3014,0.3387,6.0561,1.5878,105.2217,1
2,7.15,0.8511,5.5722,1,6,0.6235,0.2146,0.8444,3.6264,1.9529,11.4643,1
3,4.8,0.2778,3.2982,6,13,0.757,0.4497,0.5099,6.4866,1.3742,14.8657,0
2,28.57,0.793,5.787,8,2,0.9306,0.257,0.3314,7.8179,2.2269,38.7652,0
1,28.73,0.4043,8.7533,17,7,0.024,0.4585,0.5809,5.0047,0.6034,25.3246,1
1,8.67,0.6274,5.6619,9,4,0.5493,0.1638,0.2445,1.0965,2.1981,73.9775,0
3,22.28,0.6594,4.0686,17,0,0.1129,0.2587,0.687,2.3143,2.1994,52.5139,0
4,28.62,0.7733,9.3241,6,5,0.9956,0.046,0.473,6.4165,2.0779,91.1997,0
2,29.22,0.3275,9.2314,10,4,0.5787,0.1241,0.7956,5.0532,1.1355,27.8622,0
3,25.07,0.2298,0.3561,12,0,0.6155,0.0605,0.5874,3.6175,2.0491,25.0902,0
4,23.36,0.7367,6.9021,7,4,0.9233,0.0438,0.8033,1.7219,1.1481,62.3316,0
3,25.16,0.5837,4.0304,6,2,0.2465,0.4819,0.612,3.0152,0.5027,53.5919,0
1,10.43,0.6148,8.3752,12,11,0.038,0.3633,0.4848,0.8462,1.0558,106.8377,1
2,12.4,0.0727,7.1412,0,6,0.5103,0.2603,0.5933,1.8672,2.3825,70.6553,0
3,4.85,0.2928,6.7951,7,7,0.7925,0.0783,0.7627,0.5468,0.5252,107.7868,0
2,10.55,0.2326,6.1689,2,2,0.9832,0.381,0.4429,3.9291,1.865,12.1889,0
1,5.88,0.4853,7.8477,15,7,0.4666,0.1542,0.8502,2.8443,0.9592,21.0972,0
2,2.03,0.0329,6.0514,13,5,0.5296,0.4574,0.0392,7.4878,0.6901,80.8828,0
3,0.27,0.776,6.5058,0,6,0.3748,0.0047,0.6937,2.5813,1.6432,114.8073,1
2,29.71,0.6327,2.4209,2,6,0.7405,0.2679,0.0685,1.3488,2.0826,77.8048,0
3,28.82,0.0409,0.7803,13,0,0.8156,0.3708,0.945,5.1714,0.932,87.4371,0
3,29.57,0.2139,5.9788,5,8,0.339,0.2278,0.8879,3.2336,1.7495,106.7086,0
2,28.63,0.2057,3.1168,14,14,0.6257,0.5462,0.274,4.0409,2.4174,20.6875,1
3,18.43,0.6797,3.5122,4,14,0.0124,0.2396,0.4604,7.2558,2.288,115.9316,1
2,17.35,0.7006,6.5463,0,3,0.1286,0.0548,0.1782,5.5079,2.1617,49.0577,1
3,6.0,0.9733,3.5,18,0,0.6619,0.2802,0.812,1.2473,2.0799,7.7082,0
3,7.58,0.3272,5.3712,19,1,0.8112,0.4642,0.1453,3.7106,2.0497,40.4795,0
3,1.51,0.6087,1.5265,0,8,0.4206,0.459,0.9545,6.7958,2.4029,68.1524,1
1,22.44,0.0915,2.5975,1,7,0.4517,0.0095,0.824,7.0304,1.8637,64.9281,0
4,3.6,0.7379,1.2836,11,14,0.7371,0.0022,0.2606,4.3056,1.5657,76.5152,0
1,5.61,0.5766,6.8547,6,4,0.1228,0.3392,0.2701,3.1392,1.3015,21.4263,0
1,25.59,0.715,6.9054,12,4,0.1504,0.2796,0.679,6.6578,1.4175,71.2328,1
4,1.47,0.8865,5.6228,14,3,0.9549,0.29,0.3317,1.452,0.9889,99.9419,0
3,27.4,0.232,1.2114,0,14,0.9983,0.417,0.3084,7.0149,2.0634,1.8498,0
1,6.79,0.4686,4.2487,2,12,0.1722,0.4573,0.9901,6.2223,1.0919,29.3771,1
2,4.1,0.5513,6.054,17,8,0.6815,0.2097,0.2126,2.9947,1.0442,10.5975,1
2,1.94,0.7388,2.1153,1,2,0.84,0.3491,0.3234,4.1298,1.8994,11.2757,0
3,27.5,0.2991,6.2663,13,11,0.5118,0.4308,0.311,2.4485,1.8352,84.6491,0
1,12.1,0.3741,2.7043,6,10,0.4326,0.2809,0.9864,3.4025,1.7081,6.5448,0
3,19.45,0.404,0.1617,17,11,0.0127,0.0007,0.6161,1.5121,0.8838,78.3926,0
1,17.41,0.6618,7.2114,14,3,0.0892,0.0472,0.4262,7.5668,0.9355,30.809,1
1,18.17,0.6799,6.4293,19,6,0.4864,0.0807,0.2894,5.2994,1.7262,63.7204,1
3,17.58,0.7786,2.4871,0,2,0.7843,0.4001,0.8999,2.2813,2.3012,15.7036,0
3,16.43,0.4946,3.1091,8,10,0.0349,0.325,0.3878,0.8086,2.1038,109.8092,1
2,7.91,0.2085,7.6506,12,10,0.2337,0.2938,0.3909,0.7177,1.7511,59.4258,1
2,14.21,0.7753,8.0166,0,7,0.4677,0.3454,0.385,1.0125,1.2712,63.6399,1
3,4.56,0.1742,1.0049,9,0,0.6492,0.049,0.1354,1.2454,1.7608,88.2497,0
3,28.22,0.2017,3.0977,8,5,0.9147,0.3451,0.7382,3.921,0.5577,7.7035,0
2,21.66,0.8107,4.119,8,8,0.404,0.407,0.764,7.9354,1.1908,49.3249,1
1,6.12,0.6934,9.1705,11,8,0.0477,0.0367,0.9419,6.799,2.1899,110.906,1
2,21.57,0.876,4.3509,10,12,0.9318,0.0645,0.8623,1.2745,1.4677,26.2108,0
3,16.76,0.38,8.633,1,11,0.7212,0.0904,0.8832,1.3363,0.9456,15.3666,1
2,11.21,0.8461,6.1782,13,14,0.4272,0.3549,0.7341,4.1196,2.128,86.6587,1
3,4.52,0.8359,9.3591,18,2,0.4882,0.1553,0.7545,5.773,0.7818,105.2433,1
2,9.85,0.1582,1.6761,9,14,0.5504,0.0733,0.1127,0.5785,1.9875,85.4259,0
1,16.81,0.0847,9.0375,15,8,0.6982,0.5557,0.8115,6.6283,1.6394,36.7271,0
3,5.18,0.2586,4.6806,1,14,0.5886,0.5539,0.7481,5.3314,1.6654,58.5537,0
1,26.84,0.2485,0.9131,13,6,0.1756,0.2231,0.0283,1.0965,0.8464,6.5292,0
2,26.24,0.2133,3.2539,3,2,0.2986,0.3257,0.4334,2.213,2.4494,31.0502,0
2,4.85,0.823,5.8659,2,12,0.8206,0.2058,0.1936,1.5872,1.9652,73.6938,1
1,18.83,0.0001,0.1832,0,14,0.6913,0.417,0.4301,5.5286,1.5422,117.2318,0
1,18.02,0.4912,1.9447,0,12,0.4811,0.4044,0.435,4.4698,0.6161,83.5516,0
2,14.44,0.5967,2.8735,17,6,0.2978,0.0333,0.0025,0.8092,2.0845,115.3718,1
2,15.38,0.1468,5.5103,16,13,0.6112,0.56,0.1957,6.1165,0.547,45.0597,1
1,11.2,0.4175,3.0059,2,11,0.9189,0.2404,0.1923,2.1658,2.208,68.5968,0
2,4.49,0.4497,2.7849,0,6,0.8841,0.0503,0.5167,1.8005,1.3216,105.2218,0
2,24.01,0.6245,4.6807,17,5,0.9316,0.5835,0.7811,1.1176,2.2062,47.9952,0
3,15.94,0.8286,4.2551,8,8,0.3712,0.0452,0.9583,3.4801,1.7465,79.9566,0
3,24.11,0.553,4.8856,1,0,0.084,0.2037,0.3108,7.6293,2.0672,79.1909,1
2,5.02,0.9785,3.7504,17,3,0.4938,0.5244,0.8873,0.0877,2.2726,32.5781,1
2,24.39,0.7863,8.9011,15,11,0.2924,0.2414,0.7647,1.9515,2.1777,45.1059,1
2,28.26,0.6813,6.456,4,13,0.9181,0.1491,0.6132,3.2032,0.5237,15.0361,1
3,23.73,0.5533,0.7387,4,5,0.0649,0.3181,0.9015,5.6435,2.0942,81.8011,0
2,3.31,0.8295,6.955,12,12,0.1893,0.362,0.0313,0.9507,1.1238,53.2486,1
2,13.57,0.9765,0.498,4,1,0.6475,0.0818,0.5894,4.5421,2.442,106.0064,0
4,3.41,0.8681,1.2909,12,5,0.1609,0.3796,0.0525,2.3461,2.3423,20.6077,1
3,2.3,0.3555,8.9977,14,3,0.0247,0.5452,0.5184,0.5996,0.7206,46.0211,1
4,20.79,0.8676,3.6646,8,6,0.6159,0.4738,0.812,1.5514,0.9733,105.22,1
4,22.06,0.2158,8.4664,12,11,0.959,0.3832,0.847,4.3205,1.3286,117.2619,1
2,26.01,0.9533,6.7535,17,10,0.0035,0.024,0.2009,1.4881,1.0095,36.5922,1
1,1.27,0.6739,5.3733,19,1,0.6344,0.4966,0.4277,5.129,2.4071,100.7549,0
2,19.34,0.1771,5.6052,9,13,0.1505,0.5539,0.565,2.6342,0.7806,44.5431,1
2,17.32,0.4178,1.6581,12,3,0.7075,0.5848,0.2331,6.1852,0.6752,45.7891,0
2,8.06,0.5296,8.8261,17,3,0.2718,0.5875,0.2704,5.5417,1.0069,42.7639,1
3,8.91,0.8236,3.5824,17,12,0.7581,0.3579,0.2744,2.024,2.4512,103.5001,1
3,3.84,0.7552,2.1454,15,7,0.0521,0.2113,0.4286,6.5936,2.0324,44.9991,1
1,24.07,0.9469,0.3206,13,12,0.3445,0.0527,0.4793,5.8297,1.6338,23.5718,0
3,20.55,0.9324,1.468,2,1,0.9114,0.3009,0.3618,1.366,2.2336,47.3096,0
1,7.9,0.7103,6.7791,12,2,0.8854,0.0399,0.953,2.2546,1.2641,10.9966,0
1,21.8,0.9443,6.1075,15,0,0.9246,0.4899,0.3004,3.4717,0.6658,12.2607,1
2,19.28,0.7034,2.9912,7,6,0.2056,0.3266,0.8043,4.2961,2.3159,7.0201,0
2,16.85,0.6604,8.3341,4,2,0.4192,0.1784,0.4705,0.7457,0.5919,13.3924,1
3,7.07,0.9352,9.5491,14,13,0.8376,0.2183,0.0727,4.5505,1.6174,101.9971,1
4,15.24,0.3452,1.859,16,3,0.5555,0.495,0.5046,7.3317,1.7562,100.8403,0
3,5.11,0.1898,9.265,5,1,0.4625,0.1881,0.6651,6.717,1.2208,51.2283,0
4,23.52,0.8972,4.3876,18,0,0.4119,0.4297,0.1094,2.1638,0.5933,51.8817,1
2,20.81,0.9751,9.6228,8,12,0.1003,0.089,0.702,5.8061,1.8485,40.3294,1
1,17.42,0.4837,7.2883,7,6,0.3386,0.1761,0.2115,2.126,0.6897,41.6228,0
3,21.51,0.5812,9.587,18,10,0.7387,0.5753,0.8623,1.3431,1.1536,20.6942,1
3,21.37,0.3171,5.3951,3,11,0.4213,0.5124,0.7715,0.5173,1.7423,28.2391,1
3,12.14,0.2915,2.3441,17,2,0.1142,0.3296,0.0013,2.5908,0.9399,116.5463,0
3,10.49,0.0928,5.168,5,5,0.8825,0.1408,0.2624,5.6323,0.8544,55.7124,0
1,6.83,0.0989,4.3341,8,6,0.4373,0.4393,0.6834,2.2437,1.8475,111.3255,0
2,9.87,0.5714,2.455,2,1,0.8323,0.2756,0.6795,5.2151,0.5773,22.01,0
2,1.66,0.8099,9.8418,7,2,0.555,0.1772,0.1977,2.9125,1.8339,53.6474,1
4,25.63,0.1024,1.3153,19,4,0.9974,0.5236,0.2973,2.0593,1.2629,42.74,0
3,4.93,0.846,8.124,12,6,0.8527,0.1483,0.0176,4.9537,1.4158,68.0597,0
3,29.1,0.6345,7.6406,1,1,0.6583,0.0477,0.4941,2.8847,2.2449,105.2015,1
3,10.98,0.4045,5.537,11,12,0.724,0.3306,0.7704,2.9671,1.9609,49.2811,1
2,18.29,0.6869,4.5929,11,8,0.6941,0.4606,0.8956,2.8364,2.403,76.4736,1
2,2.14,0.7263,5.1105,4,9,0.4768,0.1873,0.285,5.8443,1.0536,85.7612,1
2,23.13,0.1428,2.0498,13,8,0.5602,0.1223,0.9028,2.2076,1.3421,24.2746,0
2,23.07,0.3939,7.2951,4,10,0.377,0.0048,0.7586,5.0071,2.1356,54.6733,0
3,19.43,0.0036,2.5369,10,12,0.4207,0.4997,0.0192,0.8976,2.4811,33.6473,1
3,17.43,0.5299,8.4344,1,11,0.5271,0.2794,0.9997,3.1101,1.274,60.4298,1
1,26.29,0.5723,1.9211,13,7,0.0343,0.5895,0.8651,4.6371,0.7226,25.8327,0
2,28.34,0.4442,6.6156,8,4,0.8716,0.0203,0.4043,6.2779,2.1297,111.2799,0
3,7.35,0.5057,0.3235,1,13,0.93,0.3311,0.7963,2.6612,1.6853,59.3943,0
4,7.72,0.2698,4.1135,18,9,0.1292,0.5144,0.5583,6.8909,2.1623,33.8451,1
2,2.5,0.9153,4.0426,9,4,0.4607,0.1511,0.3749,6.3996,2.1685,36.5019,1
1,26.67,0.2192,6.7854,4,6,0.9406,0.5399,0.3481,0.8923,1.9083,87.4034,0
3,1.58,0.1417,5.9825,18,11,0.0336,0.2382,0.5842,5.9033,1.1323,58.0684,1
4,11.88,0.7183,6.1227,18,10,0.6536,0.3933,0.5924,0.7973,2.4903,48.05,1
3,26.57,0.4233,7.7393,13,1,0.3589,0.2432,0.9056,1.2771,0.5572,109.0667,0
3,10.78,0.0574,6.3966,0,7,0.1129,0.5453,0.1989,5.9481,2.2702,69.537,1
